,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13
0,-0.12893112427728412,0.7187580366128037,-0.16719115324277198,-0.12734712306580465,-0.49262869033541806,-0.6876443413335972,1.204889430820145,0.15758869198309403,-1.4276294133204022,-0.24808744813780428,0.16880024631584398,-0.1714615279607329,0.08460930022931118,0.0
1,0.34723954192209744,-1.4662004949115195,0.3662675094931729,-0.8643376360377596,0.34414531994337766,0.8752997269860164,0.5141309318279144,-1.5142060585889463,-0.8159554364630658,-1.295353225504414,0.5170607841375403,-0.658229425270562,0.4525768497432045,0.0
2,0.5244976282360421,-0.8150610643933988,-0.2207434583900346,-0.4163753002140588,-0.9978154719290885,0.4697121853545371,-1.0178883074695586,1.5951607087311062,0.4987486850000993,1.3772872924000392,-0.17737847420756436,0.27391737214935274,-0.5689731860938891,0.0
3,-0.4878496553030858,0.961684609933449,-1.4298621136582803,1.5598399974976038,0.7812989039779491,0.5634321680508488,-0.19539167492213078,-0.27316606328672827,1.3882924860988495,-0.412619586115242,-0.04247281965595201,-0.7191223482764261,-0.4299063620567654,0.0
4,-0.5040606980499215,0.49160688207017783,-0.7053510287725954,0.477436927509605,0.2254129740347417,1.4098910074067135,-0.6285715648986988,-0.7107757256857967,-0.2523227144913304,0.4007320487827646,0.10734204209909598,-0.13063729296203866,0.023038239414459368,0.0
5,1.3102301010917492,1.4356795841352503,1.2926095342741415,0.638088860595397,1.580573855560962,-1.416669506068533,0.3428461519471697,-1.1629822273786021,0.5811292753422687,1.316675866897322,-1.8391030141263995,-0.30822781461131865,-0.1128399574065661,0.0
6,-0.7359337079206413,-0.17013749672314396,-0.46636780716449827,-0.5003239263698597,0.6040061205192258,-1.5417477353801154,-1.0952351425173243,-0.18323170338757772,0.45911651837427503,0.09511641602696788,-0.23113782135670372,0.15397300624145854,-0.5370123590467062,0.0
7,-0.5602930899909032,-1.2120415497650505,0.26141453046088214,-0.34392126435897163,0.21183379351534937,-0.6274445830585075,0.46259714538476915,0.3942883203837223,0.018819596841660135,-1.7306949492189434,-1.1056579949199383,1.1303944330182565,-0.400851653125513,0.0
8,-0.9266356468892795,-0.4215500515310212,0.4393750665063218,-0.509056024958084,0.33069908050996666,-0.5462317799974757,-0.017004328429055252,-0.7607423423795401,-0.025437710838635188,0.5536105758244102,0.2703167389323561,0.07699124356769513,-0.20319658493491355,0.0
9,-0.4438446962693249,0.47231847881033806,-0.32628332447965613,-0.29002931882237887,-0.9922930260117022,-0.4596138008110454,0.7688099516751254,-0.3807639861347249,-0.5562131830410101,0.15359838748048846,0.6932530023935837,-0.5417926837205951,0.7888496248691831,0.0
