Siruta,Localitate,Judet,i_0_4,i_10_14,i_15_19,i_20_24,i_25_29,i_30_34,i_35_39,i_40_44,i_45_49,i_5_9,i_50_54,i_55_59,i_60_64,i_65_69,i_70_74,i_75_79,i_80_84,i_85
162693,Bogdanesti,VS,0.058,0.09,0.086,0.069,0.062,0.053,0.072,0.07,0.07,0.071,0.041,0.043,0.04,0.039,0.035,0.043,0.03,0.025
162791,Bogdanita,VS,0.058,0.093,0.081,0.058,0.069,0.065,0.072,0.07,0.07,0.071,0.035,0.039,0.044,0.044,0.036,0.039,0.029,0.026
162871,Botesti,VS,0.051,0.066,0.069,0.055,0.062,0.056,0.073,0.085,0.061,0.061,0.043,0.041,0.042,0.064,0.061,0.048,0.036,0.029
162924,Bunesti-Averesti,VS,0.034,0.065,0.084,0.071,0.06,0.043,0.062,0.082,0.086,0.041,0.049,0.043,0.043,0.049,0.047,0.061,0.046,0.032
163002,Codaesti,VS,0.042,0.082,0.078,0.057,0.064,0.057,0.083,0.087,0.074,0.06,0.04,0.038,0.046,0.051,0.043,0.049,0.03,0.018
163057,Coroiesti,VS,0.044,0.073,0.096,0.064,0.059,0.056,0.07,0.088,0.069,0.053,0.035,0.04,0.048,0.046,0.047,0.048,0.041,0.024
163137,Costesti,VS,0.042,0.071,0.079,0.051,0.057,0.047,0.076,0.087,0.078,0.062,0.034,0.044,0.049,0.051,0.056,0.044,0.047,0.026
163208,Cretesti,VS,0.049,0.054,0.055,0.057,0.078,0.065,0.069,0.08,0.078,0.056,0.045,0.054,0.05,0.048,0.043,0.057,0.038,0.025
163253,Danesti,VS,0.066,0.079,0.08,0.053,0.057,0.056,0.086,0.081,0.061,0.069,0.037,0.034,0.043,0.052,0.045,0.047,0.031,0.023
163324,Deleni,VS,0.034,0.056,0.074,0.07,0.079,0.064,0.058,0.092,0.097,0.045,0.045,0.05,0.042,0.045,0.047,0.045,0.035,0.024
163379,Delesti,VS,0.045,0.074,0.082,0.075,0.065,0.064,0.059,0.083,0.073,0.056,0.047,0.038,0.045,0.053,0.044,0.044,0.032,0.022
163486,Dragomiresti,VS,0.065,0.101,0.1,0.069,0.074,0.062,0.074,0.072,0.058,0.079,0.041,0.041,0.032,0.028,0.025,0.033,0.026,0.021
163618,Dranceni,VS,0.043,0.062,0.07,0.064,0.08,0.071,0.079,0.084,0.079,0.053,0.052,0.052,0.048,0.047,0.032,0.039,0.029,0.015
163681,Duda-Epureni,VS,0.048,0.062,0.072,0.067,0.084,0.067,0.071,0.079,0.083,0.051,0.049,0.051,0.05,0.049,0.038,0.035,0.025,0.018
163734,Dumesti,VS,0.063,0.075,0.073,0.072,0.083,0.068,0.072,0.071,0.063,0.074,0.041,0.052,0.047,0.042,0.027,0.037,0.024,0.017
163789,Epureni,VS,0.036,0.058,0.073,0.068,0.08,0.059,0.072,0.087,0.086,0.057,0.051,0.051,0.052,0.049,0.042,0.038,0.028,0.013
163832,Falciu,VS,0.041,0.063,0.072,0.071,0.08,0.064,0.071,0.081,0.072,0.052,0.048,0.061,0.053,0.049,0.033,0.038,0.031,0.019
163903,Gagesti,VS,0.044,0.068,0.093,0.077,0.073,0.066,0.058,0.082,0.083,0.053,0.04,0.038,0.044,0.046,0.042,0.046,0.028,0.018
163967,Gherghesti,VS,0.061,0.08,0.075,0.062,0.074,0.067,0.077,0.07,0.069,0.075,0.041,0.041,0.042,0.038,0.031,0.041,0.026,0.03
164062,Garceni,VS,0.079,0.094,0.089,0.061,0.057,0.058,0.058,0.069,0.063,0.082,0.042,0.048,0.027,0.031,0.03,0.048,0.037,0.026
164133,Grivita,VS,0.047,0.073,0.072,0.063,0.071,0.067,0.086,0.091,0.077,0.062,0.039,0.051,0.059,0.048,0.032,0.032,0.02,0.01
164197,Hoceni,VS,0.054,0.066,0.064,0.056,0.058,0.057,0.067,0.072,0.074,0.067,0.033,0.043,0.056,0.052,0.05,0.049,0.051,0.031
164277,Dimitrie Cantemir,VS,0.05,0.072,0.081,0.063,0.067,0.047,0.082,0.083,0.078,0.069,0.04,0.035,0.037,0.047,0.045,0.046,0.032,0.025
164339,Iana,VS,0.062,0.084,0.091,0.079,0.074,0.065,0.083,0.093,0.062,0.076,0.033,0.034,0.041,0.038,0.024,0.03,0.015,0.015
164393,Ivanesti,VS,0.044,0.074,0.073,0.063,0.068,0.054,0.069,0.081,0.078,0.055,0.04,0.041,0.049,0.044,0.044,0.053,0.037,0.032
164543,Ivesti,VS,0.042,0.071,0.078,0.055,0.058,0.062,0.079,0.085,0.066,0.051,0.036,0.041,0.054,0.065,0.051,0.049,0.033,0.025
164598,Laza,VS,0.042,0.065,0.086,0.071,0.076,0.059,0.079,0.084,0.09,0.064,0.041,0.046,0.039,0.048,0.035,0.038,0.023,0.015
164687,Lipovat,VS,0.052,0.072,0.074,0.062,0.082,0.07,0.083,0.082,0.074,0.07,0.042,0.043,0.051,0.044,0.029,0.028,0.025,0.019
164749,Lunca Banului,VS,0.045,0.056,0.073,0.083,0.08,0.06,0.058,0.075,0.099,0.05,0.056,0.051,0.042,0.049,0.032,0.044,0.029,0.018
164829,Malusteni,VS,0.043,0.054,0.061,0.058,0.057,0.055,0.074,0.094,0.074,0.057,0.037,0.04,0.046,0.06,0.06,0.063,0.036,0.031
164892,Miclesti,VS,0.051,0.059,0.071,0.068,0.063,0.057,0.065,0.083,0.075,0.065,0.045,0.052,0.044,0.063,0.04,0.047,0.029,0.024
164936,Muntenii De Jos,VS,0.036,0.054,0.061,0.071,0.075,0.066,0.079,0.085,0.1,0.05,0.054,0.052,0.055,0.046,0.035,0.037,0.026,0.018
164981,Oras Murgeni,VS,0.087,0.084,0.081,0.068,0.077,0.057,0.066,0.061,0.069,0.089,0.041,0.048,0.041,0.038,0.028,0.029,0.023,0.015
165069,Oltenesti,VS,0.042,0.059,0.075,0.069,0.067,0.056,0.061,0.087,0.082,0.057,0.045,0.048,0.046,0.042,0.05,0.046,0.038,0.03
165130,Osesti,VS,0.073,0.096,0.095,0.072,0.064,0.051,0.061,0.076,0.063,0.088,0.036,0.039,0.029,0.037,0.034,0.038,0.029,0.021
165185,Padureni,VS,0.039,0.068,0.072,0.067,0.058,0.066,0.073,0.097,0.082,0.051,0.039,0.042,0.051,0.052,0.039,0.046,0.037,0.025
165274,Perieni,VS,0.044,0.081,0.086,0.07,0.069,0.067,0.079,0.082,0.083,0.067,0.04,0.046,0.052,0.038,0.036,0.03,0.019,0.011
165336,Poienesti,VS,0.046,0.068,0.077,0.064,0.072,0.069,0.077,0.086,0.068,0.054,0.044,0.047,0.044,0.044,0.04,0.042,0.029,0.029
165416,Pogana,VS,0.055,0.079,0.09,0.077,0.067,0.055,0.081,0.089,0.072,0.069,0.04,0.039,0.04,0.04,0.035,0.032,0.022,0.017
165470,Puiesti,VS,0.057,0.084,0.083,0.066,0.069,0.058,0.073,0.074,0.07,0.076,0.038,0.046,0.044,0.044,0.036,0.04,0.024,0.017
165611,Pungesti,VS,0.06,0.082,0.081,0.069,0.081,0.061,0.064,0.076,0.076,0.068,0.044,0.039,0.044,0.041,0.029,0.039,0.024,0.023
165719,Rebricea,VS,0.061,0.08,0.08,0.058,0.06,0.066,0.079,0.086,0.062,0.082,0.033,0.036,0.038,0.043,0.042,0.036,0.035,0.022
165817,Rosiesti,VS,0.035,0.063,0.065,0.074,0.062,0.056,0.066,0.086,0.089,0.042,0.043,0.044,0.045,0.054,0.058,0.053,0.041,0.025
165899,Solesti,VS,0.048,0.073,0.077,0.075,0.076,0.052,0.067,0.088,0.071,0.066,0.041,0.039,0.043,0.05,0.038,0.041,0.033,0.021
165979,Stanilesti,VS,0.046,0.067,0.074,0.076,0.078,0.062,0.067,0.079,0.086,0.051,0.047,0.056,0.05,0.048,0.033,0.035,0.027,0.018
166057,Stefan Cel Mare,VS,0.043,0.064,0.072,0.067,0.08,0.057,0.076,0.092,0.081,0.058,0.048,0.048,0.045,0.044,0.037,0.04,0.03,0.017
166137,Suletea,VS,0.039,0.071,0.08,0.057,0.066,0.059,0.081,0.086,0.074,0.06,0.045,0.052,0.048,0.048,0.037,0.041,0.036,0.021
166182,Tanacu,VS,0.035,0.073,0.079,0.068,0.053,0.045,0.054,0.088,0.074,0.048,0.049,0.048,0.04,0.043,0.05,0.062,0.053,0.039
166235,Tacuta,VS,0.053,0.082,0.091,0.068,0.068,0.051,0.073,0.092,0.065,0.074,0.037,0.044,0.038,0.041,0.036,0.038,0.031,0.017
166315,Tatarani,VS,0.043,0.077,0.076,0.071,0.064,0.047,0.067,0.069,0.084,0.071,0.049,0.037,0.035,0.039,0.043,0.056,0.045,0.029
166413,Todiresti,VS,0.045,0.083,0.088,0.069,0.063,0.057,0.081,0.087,0.071,0.064,0.038,0.04,0.039,0.043,0.041,0.039,0.028,0.021
166529,Tutova,VS,0.049,0.065,0.073,0.073,0.087,0.072,0.069,0.077,0.077,0.063,0.046,0.058,0.044,0.039,0.028,0.038,0.029,0.015
166636,Valeni,VS,0.046,0.068,0.08,0.077,0.085,0.078,0.087,0.085,0.071,0.06,0.05,0.052,0.044,0.041,0.024,0.028,0.014,0.009
166672,Vetrisoaia,VS,0.04,0.062,0.063,0.063,0.072,0.054,0.075,0.08,0.073,0.051,0.049,0.046,0.059,0.058,0.042,0.046,0.038,0.028
166707,Viisoara,VS,0.041,0.076,0.089,0.072,0.064,0.053,0.067,0.092,0.069,0.059,0.045,0.048,0.042,0.05,0.035,0.044,0.031,0.021
166770,Vinderei,VS,0.042,0.066,0.078,0.068,0.062,0.059,0.08,0.084,0.08,0.043,0.046,0.038,0.052,0.047,0.041,0.049,0.04,0.026
166869,Voinesti,VS,0.082,0.103,0.088,0.075,0.072,0.068,0.063,0.059,0.06,0.089,0.039,0.039,0.035,0.029,0.025,0.03,0.027,0.018
166985,Vulturesti,VS,0.042,0.072,0.074,0.063,0.069,0.063,0.069,0.083,0.079,0.049,0.05,0.047,0.036,0.047,0.047,0.055,0.027,0.027
167035,Vutcani,VS,0.045,0.065,0.06,0.051,0.052,0.049,0.076,0.087,0.083,0.063,0.033,0.039,0.054,0.056,0.048,0.063,0.044,0.031
167071,Zapodeni,VS,0.044,0.057,0.076,0.058,0.067,0.048,0.061,0.085,0.074,0.049,0.047,0.047,0.043,0.052,0.044,0.063,0.046,0.037
167179,Zorleni,VS,0.05,0.067,0.073,0.071,0.084,0.072,0.082,0.085,0.082,0.065,0.045,0.054,0.048,0.036,0.028,0.027,0.02,0.01
167222,Ibanesti,VS,0.068,0.084,0.084,0.062,0.052,0.065,0.076,0.084,0.063,0.069,0.04,0.035,0.04,0.028,0.04,0.043,0.04,0.028
167231,Fruntiseni,VS,0.054,0.079,0.089,0.071,0.068,0.06,0.068,0.098,0.07,0.064,0.049,0.04,0.039,0.036,0.03,0.035,0.032,0.018
167240,Rafaila,VS,0.061,0.095,0.096,0.071,0.08,0.065,0.086,0.076,0.052,0.076,0.037,0.038,0.036,0.037,0.028,0.026,0.027,0.015
167259,Pogonesti,VS,0.028,0.06,0.074,0.066,0.055,0.058,0.077,0.088,0.071,0.053,0.038,0.061,0.054,0.054,0.051,0.05,0.039,0.022
167268,Ciocani,VS,0.064,0.081,0.096,0.064,0.075,0.066,0.078,0.065,0.068,0.081,0.035,0.05,0.049,0.032,0.026,0.03,0.022,0.019
167277,Cozmesti,VS,0.057,0.073,0.073,0.058,0.07,0.067,0.063,0.072,0.067,0.083,0.04,0.051,0.045,0.045,0.036,0.034,0.034,0.031
167286,Dodesti,VS,0.045,0.066,0.076,0.057,0.075,0.055,0.079,0.073,0.072,0.075,0.042,0.045,0.043,0.058,0.043,0.045,0.027,0.023
167295,Feresti,VS,0.052,0.075,0.094,0.062,0.075,0.058,0.086,0.078,0.069,0.07,0.047,0.031,0.049,0.053,0.038,0.029,0.023,0.013
167302,Muntenii De Sus,VS,0.05,0.066,0.076,0.071,0.091,0.083,0.091,0.087,0.071,0.068,0.044,0.043,0.046,0.039,0.025,0.023,0.015,0.011
167311,Pochidia,VS,0.037,0.071,0.077,0.059,0.067,0.061,0.079,0.087,0.071,0.067,0.045,0.051,0.04,0.057,0.045,0.037,0.028,0.022
167320,Puscasi,VS,0.046,0.064,0.078,0.079,0.094,0.07,0.09,0.087,0.076,0.061,0.04,0.053,0.043,0.038,0.025,0.023,0.02,0.013
167473,Municipiul Ramnicu Valcea,VL,0.042,0.044,0.045,0.052,0.083,0.08,0.094,0.083,0.093,0.048,0.066,0.077,0.072,0.05,0.026,0.022,0.013,0.008
167641,Oras Baile Govora,VL,0.029,0.036,0.035,0.055,0.073,0.063,0.076,0.08,0.102,0.035,0.06,0.072,0.077,0.057,0.041,0.05,0.035,0.023
167696,Oras Baile Olanesti,VL,0.03,0.048,0.052,0.058,0.077,0.067,0.078,0.088,0.093,0.043,0.053,0.062,0.068,0.056,0.04,0.039,0.03,0.018
167794,Oras Brezoi,VL,0.047,0.059,0.059,0.065,0.088,0.062,0.079,0.088,0.093,0.051,0.052,0.061,0.059,0.051,0.037,0.027,0.013,0.009
167909,Oras Calimanesti,VL,0.04,0.048,0.048,0.056,0.083,0.077,0.082,0.076,0.093,0.047,0.062,0.067,0.064,0.052,0.035,0.035,0.021,0.013
167981,Municipiul Dragasani,VL,0.037,0.051,0.051,0.068,0.08,0.066,0.075,0.079,0.105,0.04,0.07,0.077,0.067,0.051,0.03,0.028,0.017,0.009
168041,Oras Horezu,VL,0.041,0.053,0.047,0.061,0.083,0.064,0.072,0.076,0.088,0.047,0.072,0.069,0.061,0.054,0.034,0.035,0.026,0.017
168130,Oras Ocnele Mari,VL,0.037,0.054,0.057,0.056,0.07,0.063,0.073,0.082,0.102,0.05,0.052,0.058,0.063,0.052,0.037,0.041,0.031,0.023
168229,Alunu,VL,0.036,0.055,0.081,0.078,0.082,0.057,0.078,0.094,0.089,0.049,0.055,0.045,0.043,0.049,0.033,0.035,0.025,0.015
168309,Amarasti,VL,0.025,0.044,0.056,0.06,0.046,0.044,0.053,0.094,0.083,0.029,0.048,0.057,0.056,0.069,0.058,0.073,0.068,0.035
168372,Oras Babeni,VL,0.043,0.054,0.058,0.069,0.086,0.071,0.08,0.083,0.094,0.051,0.057,0.061,0.054,0.046,0.029,0.029,0.022,0.012
168452,Oras Balcesti,VL,0.036,0.052,0.054,0.061,0.067,0.057,0.072,0.084,0.085,0.051,0.048,0.057,0.054,0.059,0.045,0.056,0.04,0.023
168559,Barbatesti,VL,0.03,0.038,0.049,0.057,0.066,0.056,0.07,0.074,0.082,0.041,0.06,0.066,0.064,0.065,0.056,0.056,0.044,0.027
168602,Oras Berbesti,VL,0.039,0.056,0.074,0.082,0.092,0.065,0.071,0.095,0.107,0.043,0.067,0.057,0.039,0.034,0.023,0.027,0.019,0.012
168675,Berislavesti,VL,0.036,0.048,0.062,0.063,0.061,0.058,0.087,0.086,0.078,0.039,0.046,0.053,0.06,0.06,0.044,0.046,0.04,0.031
168755,Boisoara,VL,0.035,0.053,0.05,0.049,0.052,0.054,0.057,0.083,0.062,0.037,0.053,0.056,0.068,0.091,0.06,0.065,0.046,0.029
168791,Budesti,VL,0.037,0.053,0.053,0.057,0.076,0.064,0.089,0.085,0.092,0.044,0.052,0.063,0.06,0.054,0.036,0.039,0.027,0.019
168880,Bujoreni,VL,0.065,0.063,0.057,0.064,0.073,0.069,0.09,0.081,0.085,0.071,0.049,0.052,0.054,0.047,0.027,0.026,0.014,0.012
168960,Bunesti,VL,0.041,0.051,0.057,0.055,0.065,0.056,0.075,0.079,0.078,0.054,0.051,0.058,0.058,0.057,0.046,0.055,0.035,0.031
169039,Cernisoara,VL,0.037,0.05,0.06,0.058,0.069,0.059,0.085,0.081,0.078,0.05,0.044,0.058,0.06,0.059,0.042,0.05,0.036,0.023
169119,Caineni,VL,0.07,0.062,0.078,0.059,0.074,0.06,0.065,0.08,0.069,0.07,0.038,0.043,0.048,0.041,0.047,0.038,0.029,0.028
169182,Copaceni,VL,0.035,0.046,0.065,0.065,0.07,0.052,0.078,0.086,0.087,0.052,0.052,0.047,0.05,0.05,0.045,0.047,0.041,0.032
169253,Costesti,VL,0.028,0.04,0.065,0.054,0.069,0.054,0.076,0.085,0.092,0.038,0.057,0.056,0.057,0.066,0.053,0.049,0.04,0.021
169306,Creteni,VL,0.03,0.044,0.062,0.057,0.061,0.048,0.064,0.081,0.092,0.038,0.048,0.073,0.055,0.08,0.046,0.058,0.044,0.019
169351,Daesti,VL,0.041,0.054,0.06,0.055,0.082,0.059,0.075,0.082,0.096,0.057,0.042,0.059,0.055,0.054,0.041,0.039,0.03,0.02
169404,Danicei,VL,0.033,0.044,0.073,0.061,0.06,0.046,0.07,0.1,0.087,0.025,0.049,0.047,0.063,0.077,0.046,0.047,0.047,0.025
169547,Dragoesti,VL,0.029,0.033,0.05,0.052,0.066,0.049,0.061,0.073,0.092,0.043,0.049,0.06,0.067,0.077,0.067,0.061,0.049,0.023
169583,Fauresti,VL,0.034,0.05,0.054,0.053,0.083,0.062,0.072,0.079,0.09,0.045,0.057,0.044,0.053,0.059,0.052,0.05,0.04,0.023
169681,Fartatesti,VL,0.035,0.046,0.06,0.056,0.057,0.055,0.07,0.083,0.076,0.039,0.042,0.054,0.052,0.061,0.058,0.069,0.056,0.032
169896,Francesti,VL,0.036,0.056,0.058,0.064,0.062,0.061,0.075,0.088,0.091,0.047,0.05,0.062,0.056,0.057,0.039,0.039,0.032,0.027
169994,Galicea,VL,0.028,0.045,0.054,0.059,0.068,0.055,0.066,0.089,0.087,0.039,0.055,0.066,0.064,0.062,0.046,0.05,0.043,0.024
170097,Ghioroiu,VL,0.033,0.053,0.046,0.058,0.056,0.049,0.058,0.069,0.072,0.043,0.04,0.053,0.057,0.069,0.058,0.069,0.08,0.037
170168,Glavile,VL,0.017,0.048,0.049,0.051,0.054,0.046,0.056,0.058,0.074,0.04,0.048,0.059,0.057,0.069,0.062,0.088,0.075,0.046
170220,Golesti,VL,0.033,0.043,0.044,0.05,0.069,0.064,0.074,0.086,0.099,0.036,0.052,0.056,0.055,0.055,0.05,0.062,0.041,0.031
170346,Gradistea,VL,0.039,0.047,0.061,0.068,0.073,0.045,0.067,0.085,0.078,0.045,0.057,0.043,0.05,0.053,0.048,0.06,0.052,0.032
170444,Gusoeni,VL,0.023,0.035,0.056,0.056,0.065,0.048,0.063,0.082,0.081,0.029,0.047,0.058,0.075,0.064,0.063,0.066,0.061,0.029
170514,Ionesti,VL,0.037,0.05,0.053,0.06,0.069,0.07,0.076,0.073,0.088,0.046,0.051,0.063,0.064,0.055,0.044,0.042,0.035,0.024
170612,Lalosu,VL,0.049,0.08,0.067,0.058,0.08,0.062,0.087,0.074,0.076,0.066,0.041,0.043,0.049,0.046,0.036,0.04,0.024,0.02
170685,Ladesti,VL,0.03,0.037,0.052,0.045,0.058,0.039,0.07,0.071,0.074,0.042,0.053,0.053,0.062,0.062,0.055,0.083,0.065,0.05
170792,Lapusata,VL,0.039,0.044,0.054,0.056,0.072,0.053,0.077,0.072,0.078,0.044,0.055,0.052,0.059,0.064,0.049,0.053,0.045,0.034
170872,Livezi,VL,0.027,0.05,0.072,0.066,0.065,0.051,0.074,0.099,0.079,0.037,0.038,0.049,0.042,0.056,0.043,0.065,0.05,0.036
170952,Lungesti,VL,0.041,0.049,0.054,0.056,0.071,0.054,0.065,0.073,0.078,0.037,0.052,0.059,0.053,0.07,0.057,0.063,0.04,0.026
171021,Malaia,VL,0.032,0.044,0.061,0.067,0.075,0.056,0.076,0.082,0.103,0.043,0.058,0.069,0.059,0.049,0.05,0.035,0.025,0.015
171067,Mateesti,VL,0.042,0.052,0.059,0.062,0.074,0.069,0.074,0.082,0.081,0.05,0.052,0.06,0.045,0.053,0.038,0.046,0.035,0.027
171101,Maciuca,VL,0.021,0.047,0.05,0.047,0.06,0.06,0.063,0.083,0.067,0.023,0.047,0.055,0.049,0.059,0.069,0.09,0.071,0.038
171209,Madulari,VL,0.031,0.051,0.055,0.05,0.062,0.046,0.061,0.083,0.069,0.042,0.045,0.057,0.067,0.07,0.062,0.068,0.057,0.025
171272,Maldaresti,VL,0.031,0.044,0.048,0.062,0.076,0.061,0.06,0.076,0.097,0.035,0.061,0.055,0.057,0.068,0.053,0.056,0.034,0.025
171325,Mihaesti,VL,0.046,0.049,0.056,0.063,0.071,0.058,0.075,0.087,0.099,0.049,0.049,0.064,0.061,0.053,0.032,0.039,0.033,0.017
171469,Milcoiu,VL,0.037,0.035,0.06,0.055,0.052,0.048,0.066,0.091,0.088,0.037,0.051,0.068,0.051,0.058,0.057,0.062,0.05,0.033
171539,Muereasca,VL,0.044,0.053,0.06,0.06,0.084,0.067,0.079,0.072,0.077,0.049,0.053,0.051,0.051,0.044,0.041,0.051,0.04,0.024
171628,Nicolae Balcescu,VL,0.033,0.048,0.055,0.058,0.064,0.047,0.065,0.093,0.09,0.037,0.059,0.059,0.053,0.057,0.052,0.052,0.048,0.029
171806,Olanu,VL,0.03,0.042,0.052,0.058,0.071,0.052,0.073,0.073,0.099,0.038,0.052,0.061,0.061,0.069,0.05,0.055,0.04,0.023
171879,Orlesti,VL,0.023,0.041,0.049,0.048,0.042,0.055,0.069,0.074,0.079,0.036,0.056,0.063,0.077,0.076,0.054,0.064,0.051,0.042
171931,Otesani,VL,0.029,0.038,0.05,0.06,0.069,0.061,0.061,0.079,0.092,0.047,0.05,0.055,0.053,0.065,0.058,0.061,0.049,0.024
171995,Pausesti,VL,0.034,0.042,0.051,0.051,0.066,0.049,0.071,0.077,0.085,0.036,0.057,0.061,0.065,0.064,0.058,0.062,0.043,0.026
172082,Pausesti-Maglasi,VL,0.045,0.054,0.057,0.072,0.073,0.068,0.072,0.091,0.1,0.051,0.05,0.054,0.054,0.053,0.033,0.035,0.021,0.019
172153,Perisani,VL,0.048,0.053,0.067,0.055,0.076,0.054,0.075,0.08,0.064,0.057,0.061,0.061,0.055,0.049,0.044,0.045,0.032,0.022
172279,Pesceana,VL,0.026,0.041,0.053,0.07,0.064,0.055,0.055,0.073,0.081,0.029,0.054,0.069,0.064,0.065,0.052,0.061,0.053,0.035
172340,Pietrari,VL,0.027,0.043,0.051,0.056,0.066,0.052,0.077,0.083,0.085,0.036,0.056,0.063,0.062,0.076,0.054,0.056,0.035,0.022
172377,Popesti,VL,0.035,0.044,0.054,0.064,0.066,0.053,0.061,0.081,0.09,0.036,0.056,0.058,0.053,0.065,0.045,0.054,0.048,0.037
172457,Prundeni,VL,0.028,0.037,0.043,0.053,0.064,0.057,0.064,0.081,0.081,0.035,0.05,0.063,0.076,0.081,0.061,0.053,0.047,0.027
172509,Racovita,VL,0.069,0.074,0.073,0.068,0.08,0.065,0.068,0.065,0.07,0.065,0.046,0.046,0.042,0.041,0.038,0.043,0.029,0.017
172581,Roesti,VL,0.035,0.054,0.061,0.063,0.063,0.06,0.078,0.076,0.088,0.044,0.046,0.056,0.058,0.059,0.038,0.042,0.048,0.031
172698,Rosiile,VL,0.033,0.048,0.067,0.05,0.054,0.042,0.084,0.094,0.076,0.046,0.038,0.041,0.046,0.063,0.052,0.072,0.056,0.04
172812,Runcu,VL,0.03,0.055,0.036,0.039,0.07,0.05,0.065,0.065,0.077,0.027,0.037,0.051,0.068,0.088,0.052,0.065,0.07,0.055
172894,Salatrucel,VL,0.036,0.053,0.069,0.054,0.078,0.068,0.086,0.088,0.079,0.041,0.055,0.048,0.058,0.055,0.044,0.04,0.033,0.016
172947,Scundu,VL,0.036,0.048,0.053,0.055,0.062,0.048,0.086,0.07,0.078,0.033,0.043,0.055,0.064,0.074,0.061,0.059,0.055,0.02
172992,Sinesti,VL,0.038,0.047,0.074,0.068,0.077,0.052,0.068,0.091,0.087,0.047,0.06,0.051,0.047,0.045,0.04,0.05,0.036,0.022
173061,Slatioara,VL,0.028,0.049,0.054,0.061,0.059,0.06,0.069,0.084,0.091,0.048,0.049,0.06,0.056,0.06,0.046,0.06,0.043,0.024
173132,Stanesti,VL,0.031,0.046,0.044,0.044,0.043,0.042,0.056,0.076,0.072,0.04,0.047,0.047,0.061,0.099,0.054,0.084,0.071,0.044
173230,Stoenesti,VL,0.029,0.045,0.05,0.057,0.057,0.052,0.078,0.077,0.083,0.036,0.047,0.054,0.064,0.068,0.056,0.062,0.052,0.033
173374,Stoilesti,VL,0.042,0.047,0.06,0.068,0.076,0.055,0.079,0.081,0.082,0.043,0.062,0.06,0.052,0.054,0.046,0.046,0.028,0.019
173533,Stroesti,VL,0.024,0.043,0.058,0.06,0.07,0.051,0.069,0.085,0.086,0.038,0.054,0.055,0.053,0.064,0.058,0.059,0.043,0.03
173597,Sutesti,VL,0.024,0.046,0.042,0.067,0.064,0.057,0.056,0.083,0.088,0.029,0.062,0.073,0.06,0.064,0.05,0.061,0.05,0.023
173686,Sirineasa,VL,0.032,0.05,0.061,0.057,0.068,0.065,0.084,0.085,0.09,0.046,0.045,0.07,0.061,0.048,0.043,0.04,0.031,0.022
173748,Stefanesti,VL,0.027,0.048,0.059,0.066,0.069,0.05,0.068,0.091,0.088,0.032,0.056,0.056,0.064,0.067,0.054,0.053,0.035,0.018
173793,Susani,VL,0.029,0.052,0.056,0.057,0.064,0.052,0.075,0.083,0.077,0.043,0.045,0.044,0.056,0.075,0.056,0.072,0.046,0.017
173855,Tetoiu,VL,0.03,0.047,0.056,0.057,0.052,0.047,0.059,0.075,0.083,0.04,0.047,0.043,0.047,0.057,0.059,0.088,0.066,0.045
173935,Tomsani,VL,0.028,0.036,0.053,0.051,0.057,0.064,0.064,0.084,0.08,0.035,0.058,0.065,0.068,0.061,0.055,0.062,0.049,0.028
174021,Vaideeni,VL,0.036,0.052,0.057,0.065,0.074,0.053,0.066,0.072,0.084,0.043,0.062,0.055,0.066,0.057,0.05,0.046,0.037,0.025
174085,Valea Mare,VL,0.029,0.055,0.048,0.058,0.058,0.048,0.07,0.073,0.084,0.041,0.047,0.054,0.064,0.067,0.058,0.056,0.057,0.034
174156,Vladesti,VL,0.043,0.05,0.055,0.057,0.075,0.069,0.083,0.089,0.1,0.045,0.056,0.064,0.059,0.05,0.036,0.032,0.024,0.013
174218,Voicesti,VL,0.043,0.053,0.062,0.052,0.069,0.054,0.063,0.074,0.092,0.036,0.053,0.058,0.06,0.051,0.048,0.065,0.043,0.022
174254,Voineasa,VL,0.025,0.029,0.035,0.066,0.086,0.061,0.072,0.067,0.112,0.032,0.078,0.082,0.072,0.061,0.042,0.045,0.026,0.01
174290,Zatreni,VL,0.025,0.053,0.05,0.051,0.058,0.058,0.075,0.071,0.071,0.047,0.049,0.05,0.058,0.069,0.05,0.075,0.057,0.034
174496,Titesti,VL,0.036,0.06,0.055,0.044,0.045,0.053,0.058,0.076,0.077,0.037,0.042,0.056,0.083,0.067,0.06,0.067,0.051,0.032
174502,Diculesti,VL,0.04,0.063,0.062,0.058,0.074,0.061,0.083,0.093,0.082,0.052,0.044,0.05,0.054,0.052,0.039,0.046,0.032,0.016
174511,Lacusteni,VL,0.028,0.051,0.071,0.05,0.061,0.05,0.078,0.088,0.088,0.058,0.046,0.052,0.052,0.056,0.057,0.045,0.047,0.023
174520,Mitrofani,VL,0.025,0.03,0.065,0.065,0.065,0.051,0.053,0.081,0.109,0.029,0.06,0.059,0.061,0.041,0.057,0.071,0.051,0.028
174744,Municipiul Focsani,VN,0.039,0.045,0.04,0.048,0.085,0.082,0.091,0.078,0.089,0.048,0.067,0.089,0.082,0.052,0.024,0.02,0.012,0.009
174780,Campineanca,VN,0.039,0.051,0.055,0.06,0.086,0.066,0.082,0.09,0.109,0.047,0.057,0.057,0.056,0.053,0.035,0.025,0.02,0.012
174824,Golesti,VN,0.043,0.056,0.053,0.059,0.072,0.065,0.084,0.101,0.107,0.051,0.052,0.064,0.058,0.05,0.03,0.024,0.019,0.013
