"Code","City","County","Orthodox","Roman_Catholic","Reformed","Pentecostal","Greek_Catholic","Baptist","Seventh.day_Adventist","Islam","Unitarian","Jehova_Witnesses","Evangelical","Old_Calendarists","Evangelical_Lutheran","Serbian_Orthodox","Romanian_Evangelical","Evangelical_Augustan","Judaism","Armenian_Apostolic","Other_Religion","Without_religion","Atheists"
16427,"Dobresti","AG",0.998,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16454,"Domnesti","AG",0.997,0.001,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16472,"Dragoslavele","AG",0.921,0.004,0,0,0,0,0,0,0,0.005,0.069,0,0,0,0.001,0,0,0,0,0,0
16506,"Draganu","AG",0.998,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16551,"Godeni","AG",0.961,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0.03,0,0,0,0,0.001,0
16613,"Harsesti","AG",0.983,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16659,"Hartiesti","AG",0.971,0,0,0.003,0,0,0.008,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0
16739,"Izvoru","AG",0.996,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16757,"Leordeni","AG",0.979,0.001,0,0.013,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0
16908,"Leresti","AG",0.951,0,0,0.003,0,0,0.001,0,0,0,0.013,0.004,0,0,0.028,0,0,0,0,0,0
16944,"Lunca Corbului","AG",0.999,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17049,"Malureni","AG",0.996,0,0,0.002,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
17101,"Merisani","AG",0.982,0,0,0.011,0,0.001,0,0,0,0,0.002,0,0,0,0,0,0,0,0.003,0,0
17209,"Micesti","AG",0.916,0.001,0,0.002,0,0,0,0,0,0,0.065,0,0,0,0.015,0,0,0,0,0,0
17254,"Mihaesti","AG",0.958,0.001,0.001,0.025,0,0,0.002,0.001,0,0,0.012,0,0,0,0.001,0,0,0,0,0,0
17334,"Mioarele","AG",0.998,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17398,"Mirosi","AG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17423,"Moraresti","AG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17496,"Mosoaia","AG",0.994,0.002,0,0.002,0,0.001,0.001,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0
17575,"Mozaceni","AG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17619,"Musatesti","AG",0.992,0,0,0.004,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0
17726,"Negrasi","AG",0.995,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
17771,"Nucsoara","AG",0.996,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0
17824,"Oarja","AG",0.904,0,0,0.084,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.003,0.006,0
17851,"Pietrosani","AG",0.947,0,0,0.001,0,0.003,0,0,0,0,0.012,0,0,0,0.037,0,0,0,0,0,0
17913,"Poienarii De Arges","AG",0.994,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17968,"Poienarii De Muscel","AG",0.986,0,0,0.008,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0
18028,"Poiana Lacului","AG",0.993,0,0,0,0,0,0.002,0,0,0,0.004,0,0,0,0,0,0,0,0,0.001,0
18162,"Popesti","AG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18242,"Priboieni","AG",0.999,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18331,"Ratesti","AG",0.994,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18411,"Recea","AG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18475,"Rociu","AG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18527,"Rucar","AG",0.919,0.001,0,0.002,0,0,0.002,0,0,0,0.053,0,0,0,0.024,0,0,0,0,0,0
18554,"Salatrucu","AG",0.995,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0
18581,"Sapata","AG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18670,"Schitu Golesti","AG",0.916,0.001,0,0.024,0,0.001,0.001,0,0,0.001,0.035,0,0,0,0.021,0,0,0,0,0,0.001
18741,"Slobozia","AG",0.996,0,0,0,0,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18778,"Stalpeni","AG",0.984,0,0,0.003,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18858,"Stoenesti","AG",0.871,0,0,0.052,0,0,0.008,0,0,0.001,0.065,0,0,0,0.003,0,0,0,0,0,0
18938,"Stolnici","AG",0.998,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19007,"Suseni","AG",0.989,0,0,0.005,0,0,0.004,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0
19114,"Stefan Cel Mare","AG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19141,"Suici","AG",0.999,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0
19212,"Teiu","AG",0.99,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19249,"Tigveni","AG",0.961,0,0,0.032,0,0,0,0,0,0,0.003,0,0.001,0,0.002,0,0,0,0,0,0
19338,"Titesti","AG",0.82,0,0,0.01,0,0.003,0.001,0,0,0,0.166,0,0,0,0,0,0,0,0,0,0
19392,"Uda","AG",0.991,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19560,"Ungheni","AG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19631,"Valea Danului","AG",0.998,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
19695,"Valea Iasului","AG",0.994,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0
19793,"Vedea","AG",0.996,0.003,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
19999,"Vladesti","AG",0.982,0,0,0.002,0,0,0.011,0.001,0,0,0.003,0,0,0,0.001,0,0,0,0,0,0
20048,"Raca","AG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055,"Vulturesti","AG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20063,"Bughea De Sus","AG",0.986,0,0,0.005,0,0,0.002,0,0,0,0.002,0,0,0,0.006,0,0,0,0,0,0
20297,"Municipiul Bacau","BC",0.887,0.095,0,0.003,0.001,0.001,0.004,0.001,0,0.001,0.003,0.002,0,0,0,0,0,0,0.001,0.001,0.001
20313,"Hemeius","BC",0.808,0.171,0,0.003,0.001,0.004,0.003,0.001,0,0,0.004,0.002,0,0,0.002,0,0,0,0,0.001,0
20359,"Letea Veche","BC",0.947,0.03,0,0.014,0,0,0.002,0,0,0,0.005,0.001,0,0,0,0,0,0,0,0.001,0
20411,"Magura","BC",0.925,0.07,0,0.001,0,0,0.003,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0
20466,"Margineni","BC",0.475,0.516,0,0.002,0,0,0.004,0,0,0,0.002,0,0,0.001,0.001,0,0,0,0,0,0
20563,"Municipiul Onesti","BC",0.876,0.104,0.001,0.007,0,0.001,0.005,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0.001,0.001
20607,"Gura Vaii","BC",0.95,0.029,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
20670,"Stefan Cel Mare","BC",0.863,0.094,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20778,"Oras Buhusi","BC",0.978,0.014,0,0.005,0,0,0.001,0,0,0.002,0,0.001,0,0,0,0,0,0,0,0,0
20821,"Oras Comanesti","BC",0.913,0.049,0,0.016,0,0.005,0.006,0,0,0.003,0.001,0.005,0,0,0,0,0,0,0,0,0.001
20876,"Municipiul Moinesti","BC",0.923,0.052,0,0.016,0,0.001,0.002,0,0,0.002,0,0.003,0,0,0,0,0,0,0,0,0
20910,"Oras Slanic-Moldova","BC",0.378,0.619,0,0,0,0,0,0,0,0,0.003,0.001,0,0,0,0,0,0,0,0,0
20965,"Oras Targu Ocna","BC",0.892,0.089,0,0.006,0.001,0.006,0.003,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0
21007,"Agas","BC",0.939,0.052,0,0.004,0,0.003,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0
21098,"Ardeoani","BC",0.974,0.02,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
21123,"Asau","BC",0.953,0.002,0,0.004,0,0,0.005,0,0,0.002,0,0.034,0,0,0,0,0,0,0,0,0
21196,"Balcani","BC",0.725,0.274,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
21249,"Beresti-Bistrita","BC",0.968,0.003,0,0.028,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0
21338,"Beresti-Tazlau","BC",0.935,0.049,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21418,"Berzunti","BC",0.833,0.165,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21454,"Barsanesti","BC",0.96,0.019,0,0.006,0,0.005,0.001,0,0,0,0.008,0,0,0,0.001,0,0,0,0,0,0
21506,"Blagesti","BC",0.985,0.005,0,0.002,0,0,0,0,0,0.002,0,0.007,0,0,0,0,0,0,0,0,0
21560,"Bogdanesti","BC",0.974,0.014,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21597,"Brusturoasa","BC",0.781,0.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21668,"Buhoci","BC",0.561,0.433,0,0.004,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21720,"Casin","BC",0.981,0.005,0,0.005,0.002,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21757,"Caiuti","BC",0.834,0.156,0,0.002,0,0,0.001,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0
21855,"Cleja","BC",0.018,0.975,0,0.004,0,0,0.001,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
21891,"Colonesti","BC",0.981,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0
21971,"Corbasca","BC",0.983,0.001,0,0.011,0,0,0,0,0,0.001,0,0.003,0,0,0,0,0,0,0,0,0
22059,"Cotofanesti","BC",0.817,0.004,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22111,"Damienesti","BC",0.52,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22166,"Oras Darmanesti","BC",0.822,0.112,0,0.064,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0
22237,"Dealu Morii","BC",0.993,0.003,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22380,"Dofteana","BC",0.841,0.112,0,0.044,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
22460,"Faraoani","BC",0.013,0.985,0,0,0,0,0.001,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0
22488,"Filipeni","BC",0.988,0.008,0,0,0,0,0.002,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
22576,"Filipesti","BC",0.986,0.007,0,0.006,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0
22665,"Gaiceana","BC",0.541,0.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
22718,"Ghimes-Faget","BC",0.396,0.6,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0
22781,"Garleni","BC",0.36,0.631,0,0.003,0,0.001,0.003,0,0,0.001,0.001,0,0,0,0.001,0,0,0,0,0,0
22834,"Glavanesti","BC",0.999,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22898,"Helegiu","BC",0.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0
22941,"Horgesti","BC",0.594,0.218,0,0.161,0,0.024,0,0,0,0.002,0.001,0,0,0,0,0,0,0,0,0,0
23047,"Huruiesti","BC",0.997,0.002,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
23127,"Izvoru Berheciului","BC",0.995,0.002,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23207,"Lipova","BC",0.98,0.001,0,0.014,0,0,0,0,0,0.002,0.003,0,0,0,0,0,0,0,0,0,0
23289,"Livezi","BC",0.872,0.075,0,0.021,0,0.001,0.017,0.001,0,0.001,0.007,0,0,0,0.003,0.001,0,0,0,0,0
23350,"Luizi-Calugara","BC",0.02,0.978,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23387,"Magiresti","BC",0.971,0.001,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0
23449,"Manastirea Casin","BC",0.969,0.005,0,0.005,0,0,0.001,0,0,0.002,0,0.017,0,0,0,0,0,0,0,0.001,0
23494,"Motoseni","BC",0.999,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23644,"Negri","BC",0.583,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23715,"Nicolae Balcescu","BC",0.1,0.897,0,0.001,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
23797,"Oituz","BC",0.488,0.494,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23868,"Oncesti","BC",0.994,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23948,"Orbeni","BC",0.96,0.006,0,0.012,0,0,0,0,0,0.004,0,0.018,0,0,0,0,0,0,0,0,0
23975,"Palanca","BC",0.595,0.401,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0
24034,"Parava","BC",0.982,0.004,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24089,"Parincea","BC",0.615,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24187,"Pancesti","BC",0.985,0.002,0,0.011,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0
24276,"Pargaresti","BC",0.113,0.878,0.001,0,0,0,0.007,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
24338,"Parjol","BC",0.663,0.332,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0
24427,"Plopana","BC",0.939,0.001,0,0,0,0.001,0.026,0,0,0,0.028,0.001,0,0,0.003,0,0,0,0,0,0
24524,"Podu Turcului","BC",0.996,0.001,0,0.001,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0
24631,"Poduri","BC",0.973,0.001,0,0,0,0.001,0.01,0,0,0.004,0,0.011,0,0,0,0,0,0,0,0,0
24711,"Racova","BC",0.979,0.02,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24766,"Racaciuni","BC",0.46,0.53,0.001,0.005,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24837,"Rachitoasa","BC",0.999,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24999,"Rosiori","BC",0.912,0.084,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25068,"Sascut","BC",0.888,0.069,0,0.006,0,0,0.001,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0
25148,"Sanduleni","BC",0.545,0.415,0,0,0,0,0.021,0,0,0,0.014,0,0,0,0.006,0,0,0,0,0,0
25228,"Saucesti","BC",0.835,0.154,0,0.006,0.001,0.002,0,0,0,0,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0
25291,"Scorteni","BC",0.799,0.192,0,0,0,0,0.008,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0
25362,"Secuieni","BC",0.991,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25488,"Solont","BC",0.956,0.03,0,0.01,0,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25521,"Stanisesti","BC",0.991,0,0,0.006,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25629,"Strugari","BC",0.769,0.156,0.003,0.004,0.002,0,0.063,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
25692,"Tamasi","BC",0.704,0.294,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25745,"Tatarasti","BC",0.996,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25825,"Targu Trotus","BC",0.361,0.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25861,"Traian","BC",0.37,0.629,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25932,"Ungureni","BC",0.997,0.002,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
26029,"Urechesti","BC",0.98,0.006,0,0.005,0,0,0.003,0,0,0,0,0.005,0,0,0,0,0,0,0.002,0,0
26083,"Valea Seaca","BC",0.809,0.001,0,0.159,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0
26118,"Vultureni","BC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26289,"Zemes","BC",0.934,0.062,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26320,"Sarata","BC",0.631,0.366,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26338,"Buciumi","BC",0.977,0.006,0,0.005,0,0,0.011,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0
26346,"Gioseni","BC",0.278,0.7,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26353,"Odobesti","BC",0.96,0.002,0,0.029,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26361,"Prajesti","BC",0.117,0.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26379,"Itesti","BC",0.986,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26564,"Municipiul Oradea","BH",0.608,0.1,0.148,0.052,0.033,0.038,0.003,0.001,0.001,0.003,0.001,0,0.001,0,0.001,0,0.001,0,0.005,0.002,0.002
26582,"Sanmartin","BH",0.756,0.025,0.02,0.122,0.016,0.048,0.002,0.001,0,0.002,0.001,0,0,0,0.001,0,0,0,0.004,0.001,0.001
26653,"Santandrei","BH",0.671,0.121,0.021,0.078,0.079,0.022,0,0,0,0.005,0,0,0,0,0,0,0,0,0.001,0.001,0
26699,"Oras Alesd","BH",0.502,0.192,0.106,0.098,0.008,0.082,0.001,0,0.001,0.002,0,0,0,0,0,0,0,0,0.004,0.002,0.001
26742,"Astileu","BH",0.78,0.054,0.01,0.117,0.004,0.033,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
26804,"Municipiul Beius","BH",0.817,0.018,0.057,0.038,0.033,0.026,0.003,0.001,0,0.002,0.001,0,0,0,0.001,0,0,0,0.003,0.001,0.001
26840,"Oras Stei","BH",0.865,0.022,0.01,0.066,0.012,0.017,0.002,0,0,0.002,0,0,0,0,0,0,0,0,0.003,0.001,0
26877,"Municipiul Marghita","BH",0.45,0.133,0.29,0.04,0.048,0.03,0.003,0,0,0.001,0,0,0,0,0,0,0,0,0.002,0.001,0.001
26920,"Oras Nucet","BH",0.868,0.024,0.012,0.056,0.032,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0
26975,"Municipiul Salonta","BH",0.36,0.076,0.5,0.008,0.008,0.033,0.002,0,0.001,0.002,0.003,0,0.001,0,0,0.001,0,0,0.001,0.004,0.001
27007,"Oras Vascau","BH",0.961,0.008,0.001,0.013,0.001,0.014,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
27070,"Abram","BH",0.779,0.016,0.075,0.092,0.005,0.025,0.005,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0
27169,"Abramut","BH",0.258,0.369,0.258,0.016,0.033,0.055,0.004,0,0,0,0,0,0,0,0,0,0,0,0.004,0.003,0.001
27212,"Auseu","BH",0.787,0.06,0.002,0.086,0.002,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27285,"Avram Iancu","BH",0.673,0.007,0.076,0.161,0.002,0.068,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0
27329,"Balc","BH",0.608,0.025,0.234,0.069,0.01,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
27383,"Batar","BH",0.522,0.014,0.135,0.137,0.001,0.181,0.006,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0.002,0
27436,"Biharia","BH",0.132,0.152,0.634,0.008,0.004,0.048,0.008,0,0.001,0.004,0.003,0,0.002,0,0,0,0.001,0,0.002,0,0.001
27506,"Boianu Mare","BH",0.835,0.016,0.031,0.086,0.005,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27560,"Borod","BH",0.754,0.12,0.002,0.1,0.013,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
27631,"Bors","BH",0.09,0.14,0.712,0.016,0.008,0.014,0.001,0.001,0.001,0.014,0,0,0,0,0,0,0,0,0.002,0.002,0
27686,"Bratca","BH",0.769,0.003,0.003,0.172,0.016,0.036,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.001,0
27757,"Brusturi","BH",0.756,0.038,0.011,0.174,0.002,0.013,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27846,"Budureasa","BH",0.908,0,0.001,0.087,0,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27908,"Buduslau","BH",0.008,0.018,0.961,0,0.005,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27935,"Bulz","BH",0.877,0.002,0,0.116,0.001,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27971,"Buntesti","BH",0.848,0,0.001,0.145,0.001,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28077,"Cabesti","BH",0.842,0,0,0.148,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.002,0
28139,"Capalna","BH",0.785,0.023,0.119,0.031,0.008,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28193,"Carpinet","BH",0.952,0.004,0,0.022,0,0.014,0.004,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0
28246,"Cefa","BH",0.856,0.036,0.018,0.032,0.002,0.054,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0
28335,"Ceica","BH",0.658,0.002,0.003,0.268,0.003,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28415,"Cetariu","BH",0.148,0.231,0.551,0.012,0.004,0.028,0.002,0,0,0.021,0,0,0,0,0,0,0,0,0,0.003,0
28497,"Cherechiu","BH",0.015,0.276,0.683,0.003,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0
28530,"Chislaz","BH",0.512,0.072,0.305,0.047,0.032,0.031,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
28610,"Ciuhoi","BH",0.293,0.462,0.161,0.058,0.009,0.007,0.002,0,0,0.001,0,0,0,0,0,0,0,0,0.007,0,0
28665,"Ciumeghiu","BH",0.64,0.012,0.236,0.083,0.002,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
28709,"Campani","BH",0.909,0.001,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
28763,"Cociuba Mare","BH",0.851,0.001,0.005,0.066,0.004,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0
28816,"Copacel","BH",0.838,0.004,0.004,0.143,0,0.003,0,0,0,0,0.003,0,0,0,0,0,0,0,0.004,0,0
28889,"Cristioru De Jos","BH",0.963,0,0,0.034,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28941,"Curatele","BH",0.95,0,0,0.006,0,0.02,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29001,"Curtuiseni","BH",0.331,0.134,0.419,0.001,0.079,0.032,0,0,0,0.001,0,0,0,0,0,0,0,0,0.003,0,0
29038,"Derna","BH",0.653,0.167,0.038,0.111,0.004,0.015,0.004,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0
29092,"Diosig","BH",0.209,0.113,0.542,0.051,0.009,0.017,0.046,0,0.001,0.004,0,0,0,0,0,0,0,0,0.002,0.006,0
29154,"Dobresti","BH",0.707,0.001,0.001,0.273,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
29243,"Draganesti","BH",0.873,0.001,0.069,0.034,0.011,0.01,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29341,"Dragesti","BH",0.731,0.004,0.002,0.184,0.013,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29403,"Finis","BH",0.404,0.005,0.302,0.112,0.131,0.024,0.005,0,0,0,0,0,0,0,0,0,0,0,0.011,0.005,0
29467,"Girisu De Cris","BH",0.703,0.203,0.039,0.033,0.012,0.003,0,0,0,0.003,0.003,0,0,0,0,0,0,0,0.002,0,0
29519,"Hidiselu De Sus","BH",0.808,0.005,0.005,0.038,0.002,0.136,0.001,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0
29573,"Holod","BH",0.647,0.004,0.005,0.195,0.125,0.021,0.002,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0
29662,"Husasau De Tinca","BH",0.797,0.007,0.006,0.047,0.02,0.121,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29724,"Ineu","BH",0.586,0.008,0.083,0.266,0.002,0.033,0.02,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0
29760,"Lazuri De Beius","BH",0.888,0,0,0.028,0,0.071,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29813,"Lazareni","BH",0.764,0.003,0.002,0.136,0.019,0.076,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
29902,"Lugasu De Jos","BH",0.463,0.088,0.18,0.183,0.003,0.078,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.004,0
29948,"Lunca","BH",0.966,0.001,0.002,0.027,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30014,"Madaras","BH",0.846,0.086,0.018,0.004,0.003,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30069,"Magesti","BH",0.858,0.003,0.045,0.045,0.002,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30149,"Nojorid","BH",0.817,0.02,0.032,0.084,0.027,0.015,0.002,0,0,0.001,0,0,0,0,0,0,0.001,0,0.001,0,0
