C0,C1,C2,C3,C4,C5
-3.2980727930658764,0.4515033469167783,0.0943877705800447,0.3366980680141998,0.4982371130738698,0.11839460174380192
1.0810682354491363,0.00947332169622203,-0.04558698756455018,-0.6608789752259083,0.25553577530066884,-0.2224164957466183
0.7894899362845658,-0.8115653708338469,-0.5793432844390658,1.2647983646634973,-0.18294855113126746,-0.19355337840418355
0.3727259052660167,0.6193356335440064,2.68866677218084,1.5770858258932148,-1.3802523620328735,0.2583314072582484
-2.884166952758678,-2.6292821712312486,-0.020799766078621967,-0.09635331341406617,0.3537638191239265,-0.23675224956509316
-0.2577245010342772,1.459195541160031,-0.7533303526168472,-0.029717334546510293,-1.4752688547000778,0.016058348298012493
1.351178357437758,0.7003702662957625,-0.44062616652408476,-0.13588869971442663,0.23141616251789246,-0.0193495237894021
0.9512887399973279,-0.7411335146751885,-0.3768135067485517,-0.0023296392942650196,-0.04986249345909493,-0.1850482114386383
1.9428614380214817,0.4819625163474427,1.7344662047795125,-1.0075320079913446,0.0027940788380153327,0.17955182876000944
2.015597057155801,-1.2296343534580785,1.1362792249720124,-0.17279539042225675,0.04788771957621195,0.1121126224572417
0.3295453932802465,0.051864186326428134,-0.40435765907099197,-0.9339359217644588,0.028798118690127415,-0.15728382143822683
0.8551148268609048,-2.137025553673904,0.4813139912007462,0.306749715097358,-0.2578574139763058,0.1826571916682891
1.2751026277061301,0.18364331175344728,-1.6532404091822626,0.047830792986148035,-0.5814150796287072,-0.2531630546092473
-0.21280762700027117,0.8361378088615354,0.42164740500455644,-1.3129058808531322,0.44766896744526613,-0.07741947601351533
1.6248076592179113,0.848522202450833,0.94946049337001,-0.8863167494151893,0.7917100551679291,0.00034630150274345974
0.2773001539759102,-0.5144928157535834,-1.890652785693928,0.07786771017240746,-0.5890671409603976,0.28824763315026175
1.8991323666834747,-0.9978559694628241,-0.3835378136573025,0.024055463845536088,-0.44854251195468325,0.1455410427802977
0.8646509694801201,-1.953423877695241,-0.26009602769896994,0.35697558565319093,0.14224648481975988,-0.05050954763932802
-1.744894407407451,-0.173293455467634,-0.5488399916799984,-0.5860415386839067,-0.32400474355618286,-0.27471821660474766
-0.8423299539886787,1.12172424638833,-1.0935217576691239,1.717394482669074,-0.2498270116599339,-0.1136800735438866
-0.22365646542466408,-0.6306975965242589,0.20636968218277416,-0.4767637730897652,-0.1327831398865655,-0.21686135039647575
1.2261353707102691,-0.9341558821678863,1.0545417992809007,0.5590310993200035,0.09197625770245275,-0.20012215459782948
-2.5230244402831703,-0.7304028590598455,-0.09452468573759179,-1.705899640710568,1.6789861264822925,0.42102548683396457
0.1206774750905055,-0.5743196051433992,0.47705315881380056,0.3737887863613999,-0.46642104710656856,-0.024178528465649964
1.755445680119511,1.4711049631532078,-0.6561397610954985,-0.8552422517372732,0.5974678317719939,-0.16436516134065338
1.1306889833232434,-0.8720407525742632,-0.5231108463315003,0.2058001809917821,-0.26159612507888724,0.09034139466048166
-2.5069762886371247,-0.7183541991894192,-2.1334948636133992,-0.6387453956869399,-0.3692966930851067,-0.38278537863105533
-3.3068100691467794,-1.0091567015240097,0.8135083101344757,1.7094520509410538,0.2349185183490648,-0.18243909563472047
-1.869116093921492,0.4872224794587796,0.9384562825686764,1.5169525143269038,-0.24093209047001118,-0.11894246244391281
-2.132133446048409,-0.8734989194543414,0.359156823578831,-0.7124747155922884,0.011737150260684455,-0.21612578438578756
1.9034148171787908,0.6970788337511067,1.1738572785522075,-0.3551217609224832,0.12641355873245347,0.14500983128221134
-0.6680181499079623,0.1524644917183123,0.2409489143456104,1.4798910411601132,-1.2455883663988874,0.208179277822986
-2.3514178439758737,-1.4413268715034322,0.9408878918981957,-1.513367692540627,0.5456271838517269,-0.22987503148026572
-2.853552126313233,0.9106226219975705,-0.07168266749214065,0.6806708463221005,-0.048767629975162465,0.06173013132025591
0.8034515280982119,1.5404069118257238,0.5294664633664672,2.2626046518186183,-0.20958438591286793,9.211327279244357e-05
1.0469526975654697,-0.09633357454659182,1.8490525243351177,-1.3090922355920218,0.12814902549598098,-0.09074338717317987
1.2301480869465617,1.4726853763794934,-0.4646595218170746,-1.1015152162910282,0.8300887959119615,-0.011610026166466225
-0.15923378537985855,-0.6164570937942951,-0.606545367085232,-0.3270071950865201,-0.2558047086171008,-0.0965010999304166
-2.171394478457544,1.2885984810216733,-0.8397369526740367,0.4692190732301177,0.09134514766505628,0.2972378349209391
2.283882872886365,0.7432445952072502,-1.310848715066191,2.66471106784557,2.4580764942318054,-0.19138756696019135
1.8648020182612126,0.33576726076433855,-1.535647763477933,0.10899625090432956,0.0874253943798385,-0.0667095185635952
-2.2920628857006613,-0.36513367990913675,-0.6078659673264895,1.729841300750674,0.4742691986387225,-0.2487914973322667
1.9771504294336684,-0.25526492847361787,-0.08274890120422035,-0.3235270017361916,0.7270739663950039,0.047453007024260425
1.545716371056977,-1.0060549552183387,0.7700741684649299,-0.29379841257603373,-0.18473779212235483,0.03852538770267587
2.150185658669441,-0.8491223130295651,0.6906669063402683,-0.4228859367958271,0.4006740297199221,-0.1601976660447681
1.4865208353764854,-1.191587574378712,0.49531476548082326,0.009588339948580608,-0.2609791697017015,0.08555126087999113
0.34754497323564343,-0.00549346428868514,-0.28850571710173384,-0.7153308373869101,-0.19540863352879398,-0.0587519707354192
-2.8013430695172428,0.6903086378743611,-0.24457633783214622,-1.0897651313397643,0.36284499943646686,-0.07381396808944098
2.248670780715489,1.556366804377988,0.5373138446856695,-0.5889623411130681,1.1039538562653566,0.10232123820908294
-1.8482711902573001,-0.4182677021082996,1.8132161571378789,-1.2353476396725895,0.06860875561590792,-0.39095839060479126
2.5828238705389137,0.7725411439899676,0.09266151170981629,1.1135341887501895,2.860255453260033,-0.05924215546914734
0.6372832815452448,0.3814282963870157,-1.1356136688618845,-0.16834585151831769,-0.07218148321268414,-0.07584467914262215
0.24201297639366431,1.9303752627986945,-0.015297528966686232,0.8622096199456644,0.05665050587120656,0.11220744395739789
-0.05371085587237482,1.56510892700559,-0.4726866163408975,0.705113719209779,-0.1597180734283983,-0.0062062984223909485
0.3562153463628669,-1.230009120045663,0.6094723801772506,-0.49761203542735016,-0.23216210983930616,0.03693814130327295
-2.092220880998852,-0.2521785819838006,0.2553080270993832,-0.278772534470728,0.0810370143193391,0.3177367874046275
-1.450454451102434,0.24970925373204933,1.085255388977852,0.4979329735339955,-0.5020112858823853,-0.23453497067787668
1.0650807895289194,-0.2870903363211101,-0.6263836600366487,-0.3935302640658527,0.3875310048927178,0.3319105718129704
-2.015135138234649,0.08033741371005142,0.9017567940803906,-0.8444924515232192,0.29940628422890575,-0.35493501994467974
0.3483723503285961,-0.6744072474766185,-1.621219370500542,-0.16974932522350028,-0.2689654778497154,0.13580630144115408
1.8711840928856445,0.06250494093429473,-0.11200744959933938,-0.1827827120438163,-0.10569563384061102,0.1850462128595401
1.9667158140202063,-0.2625052976284552,-1.4432532711278159,0.5945970540703511,-0.475026088139594,0.22253560331004835
-1.014742052229952,-1.690037782676671,0.8339454365249719,1.582834237180329,-0.076938176563616,-0.07825245599026237
-1.5179572856041743,2.4204305397572705,-0.13473739231785434,0.8561091726235971,-0.02876643862172714,-0.06146349242162904
1.1829937004236326,-0.3243781427150601,-0.2858207047780348,0.10861227765976986,0.05414643124725404,-0.017072108423132358
1.8508593809000558,-0.12936604678050043,0.2654856084023102,-0.544318997219981,-0.36943659394054223,0.19814419774035788
-1.6056081659931343,1.8351349971103945,0.18317033945817093,-0.3409365601068206,-0.3769748887537704,-0.03021937858863232
2.433494699162363,-0.595249568345161,-0.6397711725201707,0.05485341593672278,0.23170201862721265,0.03213858478928855
0.07435372588071967,-0.3647279565504896,1.2836493912075357,-0.8430746720302272,0.22809316096223708,0.18859666222678415
-0.22833561135341038,-0.849103674006715,1.2976742243867052,-0.42449538293922234,-0.138980298593309,0.021093016028129165
-1.8722948640704142,0.838160730021936,-0.4482688795150779,-0.6588377436918624,-0.032525285238505085,-0.03428603710984848
-2.894694697325037,1.7830000853468593,0.09815168270528422,0.1211048470589,-0.026793732014440016,0.024872576845425095
-1.3570235941098372,0.3858166936143421,1.0076588251745875,0.7599765719914597,-0.07803054122146516,0.49902115065228697
-1.776460502477173,1.8147964169577995,-0.5193353227157645,-1.4851454201541674,-0.2816264709038992,-0.3929365421010725
0.07976093398446778,-0.24138576399555806,-0.0804412683320006,0.4460869288083435,-0.08032742052363052,-0.01861743245859593
1.224844881161498,-0.0920239664794897,0.482061984410273,-0.8293422938614963,0.5669061283870145,0.26622393486814233
2.1429805523912893,0.47307446750910986,0.6514180049886882,-0.0246530082374794,0.15341740860077951,0.16625095473221863
0.08286112911948984,-1.2396069060349624,-1.2672650714605553,0.13055644332450272,0.2363239112152509,-0.17141774497197954
-0.15063368376830366,1.6035146064637313,-0.4565875931533542,-1.6182351656699783,-0.28250120120754274,0.08653846693735032
