,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_
0,3.8081666666666667,3.8081666666666667,123.805,12.471666666666666,49.553333333333335,24.761,3.8081666666666667,0.4716666666666667
1,1.4433870967741935,1.4433870967741935,4.811290322580645,4.811290322580645,645.1612903225806,0.962258064516129,1.4433870967741935,0.0467741935483871
2,2.58421875,2.58421875,8.6140625,8.6140625,34.45625,1.7228124999999999,2.58421875,8.6140625
3,11.962727272727273,11.962727272727273,39.875757575757575,39.875757575757575,159.5030303030303,7.9751515151515155,11.962727272727273,39.875757575757575
4,9.262058823529411,9.262058823529411,30.873529411764707,30.873529411764707,123.49411764705883,6.174705882352941,9.262058823529411,30.873529411764707
5,3.269571428571428,3.269571428571428,10.898571428571428,10.898571428571428,43.59428571428571,2.1797142857142857,3.269571428571428,10.898571428571428
6,11.153333333333334,11.153333333333334,37.17777777777778,37.17777777777778,148.7111111111111,7.435555555555555,11.153333333333334,37.17777777777778
7,5.935540540540541,5.935540540540541,19.785135135135135,19.785135135135135,79.14054054054054,3.957027027027027,5.935540540540541,19.785135135135135
8,12.849473684210526,12.849473684210526,42.83157894736842,42.83157894736842,171.32631578947368,8.566315789473684,12.849473684210526,42.83157894736842
9,3.0669230769230764,3.0669230769230764,10.223076923076922,10.223076923076922,40.89230769230769,2.0446153846153847,3.0669230769230764,10.223076923076922
10,0.7972499999999999,0.7972499999999999,2.6575,2.6575,10.63,0.5315,0.7972499999999999,2.6575
11,0.47085365853658534,0.47085365853658534,1.5695121951219513,1.5695121951219513,6.278048780487805,0.3139024390243902,0.47085365853658534,1.5695121951219513
12,0.615,0.615,2.05,2.05,8.2,0.41,0.615,2.05
13,0.5441860465116279,0.5441860465116279,1.813953488372093,1.813953488372093,7.255813953488372,0.3627906976744186,0.5441860465116279,1.813953488372093
14,1.3895454545454546,1.3895454545454546,4.631818181818182,4.631818181818182,18.527272727272727,227.27272727272728,1.3895454545454546,4.631818181818182
15,0.6856666666666666,0.6856666666666666,2.2855555555555553,2.2855555555555553,9.142222222222221,0.45711111111111113,0.6856666666666666,2.2855555555555553
16,1.5779347826086956,1.5779347826086956,5.2597826086956525,5.2597826086956525,21.03913043478261,1.0519565217391305,1.5779347826086956,5.2597826086956525
17,0.30255319148936166,0.30255319148936166,1.0085106382978724,1.0085106382978724,4.034042553191489,0.20170212765957446,0.30255319148936166,1.0085106382978724
18,0.478125,0.478125,1.59375,1.59375,6.375,0.31875,0.478125,1.59375
19,0.3009183673469387,0.3009183673469387,1.0030612244897958,1.0030612244897958,4.012244897959183,0.20061224489795917,0.3009183673469387,1.0030612244897958
20,0.4884,0.4884,1.628,1.628,6.512,0.32560000000000006,0.4884,1.628
21,0.07558823529411764,0.07558823529411764,0.2519607843137255,0.2519607843137255,1.007843137254902,0.0503921568627451,0.07558823529411764,0.2519607843137255
22,0.9158653846153846,0.9158653846153846,3.0528846153846154,3.0528846153846154,12.211538461538462,0.6105769230769231,0.9158653846153846,3.0528846153846154
23,0.33905660377358493,0.33905660377358493,1.130188679245283,1.130188679245283,4.520754716981132,0.2260377358490566,0.33905660377358493,1.130188679245283
24,0.5222222222222223,0.5222222222222223,1.7407407407407407,1.7407407407407407,6.962962962962963,0.34814814814814815,0.5222222222222223,1.7407407407407407
25,0.576,0.576,1.92,1.92,7.68,0.384,0.576,1.92
26,0.5753571428571429,0.5753571428571429,1.917857142857143,1.917857142857143,7.671428571428572,0.38357142857142856,0.5753571428571429,1.917857142857143
27,0.8289473684210527,0.8289473684210527,2.763157894736842,2.763157894736842,11.052631578947368,0.5526315789473685,0.8289473684210527,2.763157894736842
28,0.2583620689655172,0.2583620689655172,0.8612068965517241,0.8612068965517241,3.4448275862068964,0.17224137931034483,0.2583620689655172,0.8612068965517241
29,0.4126271186440678,0.4126271186440678,1.3754237288135593,1.3754237288135593,5.501694915254237,0.2750847457627119,0.4126271186440678,1.3754237288135593
30,1.102,1.102,3.6733333333333333,3.6733333333333333,14.693333333333333,0.7346666666666667,1.102,3.6733333333333333
31,0.5210655737704919,0.5210655737704919,1.7368852459016393,1.7368852459016393,6.947540983606557,0.34737704918032786,0.5210655737704919,1.7368852459016393
32,0.4103225806451613,0.4103225806451613,1.367741935483871,1.367741935483871,5.470967741935484,0.2735483870967742,0.4103225806451613,1.367741935483871
33,0.285,0.285,0.95,0.95,3.8,0.19,0.285,0.95
34,0.49265625,0.49265625,1.6421875,1.6421875,6.56875,0.3284375,0.49265625,1.6421875
35,1.5846923076923076,1.5846923076923076,5.282307692307692,5.282307692307692,21.12923076923077,1.0564615384615386,1.5846923076923076,5.282307692307692
36,0.1425,0.1425,0.475,0.475,1.9,0.095,0.1425,0.475
