,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88
0,0.7349424020365982,0.2568762292795293,0.16876625542798387,-0.051018586416632344,0.026771470839985524,-0.08510639969389384,0.07471022376251824,-0.023998794747047403,-0.09402848461513878,-0.03808920634293416,0.1236247713293417,-0.1762195148667222,0.09388674806989537,0.07703368264250986,0.08020240065636917,-0.20414686687655398,-0.11171611627325966,0.05880583492135294,0.07494308004695797,0.16707054232915544,-0.06916665231492553,0.09098656362263632,-0.13252133671839153,0.025796504815344557,-0.05262402636718978,-0.10571636956342752,-0.07729559784533513,0.20100590500984927,-0.16150180643987033,-0.0002410284920969816,-0.044392603880108954,0.02459417459497445,0.11397555107379255,-0.011537000077839732,0.04145482606873111,0.004138618370521142,0.0036586745152123413,-0.032430901600721145,-0.000846406862024495,-0.010447177123351097,0.030493379742874367,-0.0027829819165904163,0.015088685410701594,-0.007685524221438922,0.002644104333490857,0.0031516623068112916,0.002446763068083375,0.00810747557296159,-0.0019671269392095717,-8.189318159435813e-05,0.003768384594033608,-0.0025306504283669072,-0.000536590626772579,-0.0019961035848243187,0.0008092734037448199,0.0019919520465034864,0.00012520172096365506,0.0007751683926779955,-0.0005585562879691634,-2.3125320609215415e-05,-0.00026856829281148795,0.00010748826383889395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.9617096150532005,-0.23722526895104568,-0.013606795665464152,-0.03774487519282156,0.008746595084950895,0.040488319487315017,-0.012644931149541407,0.025964951727072902,0.029942215848486654,0.030523956776272152,-0.010547487789544405,-0.006135489240293402,0.04054907640539419,0.012497323070894401,0.013125222678747191,0.019450048779188142,0.020409290440131556,0.006132074146524724,0.018802331658937712,0.015747282886007043,-0.0025623553871966676,0.012104842653647155,-0.006933520285848581,0.009698915026542264,-0.010634777411687918,0.022096982754821394,0.0029064485901751287,-0.012549852593658097,-0.001147721806455196,0.0024792472442957455,-0.008060071367490384,0.009557368173226619,-0.0036312066550444186,0.012098018860765362,-0.014078309144026921,-0.0060716789927363875,0.0092788416929584,-0.009040908240185155,-0.005534597635341406,0.003845718175817771,0.013760879737273425,-0.015698256899126534,-0.011822142155795164,-0.009944678217709122,0.024633778768739144,0.014933221698556182,-0.002532783624535242,-0.0002729468698174919,0.00659036752125239,0.0013784848653235645,0.006761355554335467,-0.008329589313149182,-0.0098093937615477,-0.004076163862347034,-0.006587774980795818,0.00019650705172437913,0.0091221630088985,0.021566638897086755,-0.002763684648941617,0.017897974539710256,0.011886527474219881,0.0057738029179982015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.630765726960099,0.0856855781613801,0.14506363029267946,-0.08347816291138,-0.00370897699308742,-0.1198592310286793,0.13054202011769134,0.10706168449060616,-0.0724883837697976,-0.03274761010662105,0.1939948368969655,-0.18827940701836754,0.07156478046204565,0.11054368927522575,0.15143905349373912,-0.0340176459819489,0.09355160513900788,-0.14371031237774484,-0.022495996655724073,-0.14605219466925468,0.2913098443996413,0.14765693432156352,0.25102440901369377,0.021585852071625115,0.04027225024025822,0.02378009268917774,-0.08613254055090844,-0.03565956113693693,-0.04669647661950333,-0.04304440108902894,0.0034396444929330012,-0.012793917475003488,0.04968876124169775,0.017665582070873032,-0.030846764275436353,0.014680773493190354,0.003791630172743155,0.00016219598706525504,-0.0019355159247371812,-0.0202569800966277,0.007246054746199137,-0.010251243898100216,0.0018619883867287076,0.007741425685343276,-0.009097238074834792,-0.008816523007436773,0.001215007825606127,-0.005162998635796617,0.004850525935177616,0.0006544456010475319,-0.0036776000733659943,-0.00038882304668076873,3.6496472509928026e-05,0.00038401781606842074,-0.00040842681830860814,0.00018698415746580278,-0.00014078843313293602,-0.0002804470375031382,0.0010303496059469372,-0.00025892448749211287,0.0003183273635614443,-2.9108864556329742e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.10343629518715879,0.27952899423199656,-0.2802712228899732,-0.1230260950757807,0.12514042779002607,-0.35147597645034906,0.03678859856006478,0.08264902501564281,0.7463313391455857,-0.19603138274919243,0.03511731943201532,-0.08847614676159939,0.051278818953086176,0.09123234491171896,-0.07185707283889022,0.0046493350403254115,0.12364884673151946,-0.009065036762942857,0.03241658361227484,-0.026584482241977576,0.04748379696982816,0.031583705186753734,-0.10428261134735804,0.00759258540180252,-0.03128082763232646,-0.0024864371465913035,0.04022813245310962,0.037210791575295256,0.05432194012273753,0.04188612536725811,0.020490493455989155,-0.02753385218900012,0.01891289369313632,0.018327094410914388,0.011570880701702858,-0.029991975765910377,-0.03036850987016823,0.009450335092071218,0.013762782094258696,0.006573615145648378,0.003577466645048743,0.0019415968069200003,-0.0025338318136420685,-0.00431143265566537,-0.004966560232834242,-0.004321289205594396,0.00787037687892345,0.006198352539279542,0.008155219474872596,0.0030624961460738627,0.00021759453655733263,0.004188154435447937,0.0034906213590684206,6.48423422063739e-05,0.002198037940488021,0.00392865655586738,-0.0002636299885797109,-0.0011600581169285184,-0.0004800350529102723,9.140492792219718e-05,0.0004977353860157127,0.0006031233894426587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.8280162583018048,-0.1923334365892599,-0.0016867025306110395,0.06238602665401959,-0.09330770997752894,0.08879762448964303,-0.07673660786722762,0.07367321590214283,0.10051356670535491,0.04514691721880823,0.06826604510278976,-0.09813490342823061,0.05864902206623172,-0.22462493438429784,-0.04877136148667102,0.07023359259281158,-0.045073500736894784,-0.01486933084218192,0.04813364065050366,0.020210802581283525,-0.06675804271208423,0.10850744765949623,0.16401719029255482,-0.15114729396836302,-0.07873948682973655,0.009077237592634853,-0.042338927267711754,0.16297749753271484,0.05708036107797628,0.10931644088940179,0.007744177828663006,-0.03640794390050544,-0.08436250483625309,0.01347408069026821,0.06621358774938071,0.05083176103719364,-0.006595755928259423,0.047027585631610254,0.0011902578231408657,-0.05001597545576861,-0.03667086743745839,-0.08183848131111546,0.020156765140436662,-0.03614417450504085,-0.01805043367007881,-0.00950994658733767,-0.03025163169532291,0.02193202679252183,-0.0014393061431872034,-0.0099979256707265,-0.0046613485118449545,-0.002621866640623846,0.00012469574096418535,-0.0010021498904620833,0.002199894701603591,0.004657840567075782,-0.0017137909741296263,-0.005275852301955988,-0.0013233136771649983,0.0008625317409094132,0.0012053071328814518,0.0013269055639929346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.6825151979064503,-0.10854880531923988,-0.057034536534178705,-0.060988702999470575,0.002621222110495002,-0.009377023249851558,0.07736219024322694,0.31289940020519097,-0.003030296042950834,0.20516280105475868,-0.04097085073419621,0.1270042304805568,-0.02667614735588349,-0.0013602795689550108,0.02629482385542919,-0.08688419306471613,-0.03428103767607671,-0.004949649326872694,-0.03998614077919526,-0.04110520135259952,-0.049994623841663456,0.024065421186959115,-0.0010455838616121062,-0.03663736740920325,-0.01796022485498925,0.04062413360933618,-0.008644892459158084,-0.061134415463888654,-0.0014170612285357457,0.01879176606895613,-0.02723802567366223,0.05597482465854438,0.07476990725448968,0.25890742962919044,0.1354215049645593,-0.07600745901931344,-0.041200601556844185,-0.01760948249116324,-0.021805248420091315,0.008627067354615376,-0.020962415173522576,0.011371686007523625,0.021736583983038488,0.017360702381454766,-0.009650342632969952,-0.020748921251923017,0.0029507653801983235,-0.0007224940362131357,-0.003401627337658719,-0.0003918595177210249,-0.0019773984724006932,0.0022404103189938634,0.0002563926408394123,0.0003506177784516771,9.330506041498942e-06,-0.0011799155639140668,-0.0009731995078739873,-0.0005836539897799342,-0.00018532078826567387,-0.0006340814856123886,-0.0002492982599762099,5.4486805895819574e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.9440673207343873,0.02611306819235328,0.0010423710520918044,-0.044471411607577546,-0.012166361498852104,-0.039629732141308854,0.046827775173339435,-0.007919467201966778,0.019811955265584557,0.021271830952780957,-0.019619111715791577,0.033240867735395786,-0.014965262105212429,-0.01761260995019749,0.013834406133901966,-0.03946597926073283,-0.01405295312139968,0.02828564088429973,-0.013276574489772956,-0.017629286505642567,0.0036473149620609153,0.07965121450441599,0.036842743038655,0.049145040479090796,-0.03144318263639107,-0.08448608946354212,0.02960040090868607,-0.05891635720124758,-0.016382533893245406,0.018195883215806834,0.026442451394993394,0.09014445759761726,0.0006865723618159087,-0.02185485672156124,0.0014147729727611523,0.03019506509906997,-0.042310277833746884,0.03627044283292839,-0.028270293724101656,-0.007091888465061286,-0.09099492704892177,0.12657014930090746,-0.02658558135329494,-0.16569920653629522,0.01607181855138621,0.023603643116792427,-0.015186734272187197,0.0035261110539470753,-0.0029960928317449747,-0.006766422485566539,0.0008872072520731995,-0.00573413875727152,0.0007154421906758444,0.0015168305910416913,0.0020159323822222124,0.002561848074200972,-0.0012171336260451574,0.0004608526134479538,0.001010736838731596,-1.4541091534685281e-05,0.000361601747413081,0.00019737859277201494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.7993142161919615,-0.01238312708381099,0.19629356128142186,0.331807019741022,-0.21663365084992153,-0.038926388458862766,-0.046168338193123035,-0.00980088470986743,0.10670892330705589,0.06088555932673605,0.2168023693979465,0.09177804368215955,-0.05575381529283325,0.04114846239928794,-0.06191026545596157,0.0026392730776255164,-0.07476105533759733,-0.006049498904396293,-0.02274551317464281,-0.03537478631780567,0.09518691425648838,-0.09792825184478385,-0.06063889627409155,0.03949014002462532,0.023868546068786165,-0.030903888161656172,-0.014116460164333489,-0.0030257445763366975,-0.039573125627285606,-0.00601582215705686,-0.008472828183797524,-0.07559464971850431,-0.0736277210041044,0.003916725429245401,0.08373321465899308,0.07722895053232716,-0.007899923342407772,-0.007880878055556694,-0.04103734624848082,-0.016526115596706293,0.0035661289227605667,-0.026396253155981805,0.06197434219052884,-0.051930437632953366,0.014572301014093984,-0.015753972776070664,0.06986483049522717,-0.0513386116308883,-0.009637043610823579,0.02041815143128069,0.014137488559222434,0.014613014146602012,0.012892458131117697,0.01488024480799152,-0.0006424743084233118,-0.005310110720657128,0.007094655887803186,0.003861669098251866,-0.00046290234627540766,0.001065405550934189,-0.0012458787777646677,0.00093341395147314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.899187423376074,0.20912594536978216,0.007829447448815583,-0.04698358699140205,-0.0004829875772699404,-0.058347735404584024,-0.010023123880957092,0.001615098358925849,-0.10671618104680297,-0.041411979464180154,0.030232889855456274,0.06576011365275733,0.09926230980947817,-0.060665560207285404,0.03474615264285779,0.021559600160697693,0.003467318703589897,0.0379589937755169,0.02421690076502941,-0.019834471175520386,-0.04869543749830639,-0.031522703247523674,-0.008819181568854742,-0.016907501411982093,0.0012823999031621207,-0.039274112429371934,-0.033740896695051946,0.012230772070137046,-0.024856365346099165,-0.02201854608231096,0.03795652013974732,-0.029329432077949812,-0.06806583362287687,0.07021504893347774,-0.17636789984734494,-0.15679506399144288,-0.04941404639767748,-0.028338700229490667,0.07392852638470974,-0.028216902086628266,0.031834343165412386,-0.0331984334956709,0.04011641780287757,-0.07659734357176866,0.012663753335425685,-0.07836704918923525,0.01032245789315221,3.573788895207784e-05,0.002437007517596365,-0.004046931345201613,0.012938944729789023,0.005726252028467936,0.003862487596873469,-0.0015126871677502342,-0.00023279410956145678,-0.002161366143828702,-0.002277327564740626,-0.002057581665198817,1.4778497642626037e-07,-0.0005568990390509738,0.0005576841972307823,-5.633769332080939e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.833855380126075,-0.1810404772586339,0.0024964231109210954,0.012968480384078308,-0.018761767750687504,0.02318161697190673,-0.07948903568621257,0.017966308923438146,0.025173056373198065,0.02863370714634159,0.26440903725494047,0.07615433660342401,-0.016047358118189987,0.0905746910327118,-0.0673849540501499,0.007514116020065824,-0.13679154430994947,-0.023893057053253276,0.013890573897386953,-0.010436885877819166,0.08653691835097559,-0.1808428929340257,-0.054375000178040575,-0.10030226152423935,-0.0023091025180071853,0.0031778127813412026,-0.034025479960818554,0.0040538126984322265,0.1508186870543275,-0.0819055121441226,0.039736931542099126,0.1528029303200981,0.1564900702410424,-0.060343503507316355,-0.018184833959396157,-0.03393041002401968,-0.0034287581660477325,0.024539138465565234,0.029481254148608953,-0.05964806833032237,-0.03084702240647883,-0.061972365626934145,-0.0009102685475052569,-0.018708710806028577,-0.009513632626044145,0.01084296622615655,-0.023033862988430798,0.0056576107473076094,-0.004658703441968362,0.00012569064094174783,-0.004466893315633789,0.0014430319875195492,0.0008668027801032782,0.0001827256466859832,1.8325735576776632e-05,-0.0011212024486896106,-0.0007491637284153367,-0.0009884349689146445,-0.0012258828177486893,-0.00040012672736527055,-0.00019599087093021342,6.264748864608826e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
