,Varianta_componentelor,Vaianta_cumulata,Procentul_variante:,Procentul cumulat
0,1.4490002329028615,1.4490002329028615,0.20424003282821285,0.20424003282821285
1,1.3180361223017325,2.767036355204594,0.18578032961967278,0.3900203624478856
2,1.2147559837232675,3.9817923389278613,0.17122274818194627,0.5612431106298319
3,1.022093647767047,5.003885986694908,0.14406653320906948,0.7053096438389014
4,0.7819326198463094,5.785818606541218,0.11021526451167027,0.8155249083505717
5,0.7219284646915247,6.5077470712327425,0.10175753597556729,0.9172824443261389
6,0.5868475233618521,7.094594594594595,0.08271755567386105,1.0
