,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
0,-2.7487392088539266,1.6213716304190597,-1.563597466336406,-0.23223034794683153,0.6743473725811132,-0.19808783820421794,-0.4878839405990704,-0.6788571130125037,-0.011251083149300393
1,2.3276663828165787,-0.22322474959227032,0.18919992694495924,0.09451464127662872,0.4109802799928373,0.21669869129184982,-0.489438050881648,0.13116184400882985,-0.011336934934414079
2,-1.3760759473371702,0.25440159327361,1.982327596735563,-0.3995871011868644,-0.7621696054267453,-0.11737395101792007,0.22914535438331096,-0.7919502390415311,-0.0845514199168598
3,-0.800517834354391,0.5792551758097924,-0.9140039890773543,-0.6136312387810784,0.11481273633059863,0.10566432470446026,-0.17478983862331304,0.09211852170368669,0.05871669782174186
4,-3.647052934309045,0.6042848301551427,-0.5834900512412695,0.22968002845295826,0.677850482384262,-0.016606520091927247,-0.2220156252907987,0.09210013612740359,-0.09205396291537464
5,-0.5200093304806501,-1.2731742570727298,0.3169263517794852,-0.7775320858472488,0.506401450154749,0.49259065514109185,-0.06871801397668205,-0.3882727631104203,0.13446894193970418
6,-0.7322546360339793,-1.969937553224992,-2.8066509308820056,-0.21189324163804352,-0.49517098725507946,-0.324277494209125,0.27370297937928956,-0.1547683515150493,0.15076863566864976
7,0.8295799749968631,1.5044072472484795,1.453694276958801,-0.6019461124064655,0.10618576030336496,-0.8106402966828626,0.2598208445136738,0.2546444222844776,0.04565744517535529
8,0.6047423072283659,1.197264015080146,0.5037400593008171,-0.6689106027317507,-0.33390221980311713,-0.14511480906062824,0.34529087319118357,0.12643167598364857,0.04362121203027294
9,2.027946323884014,-0.9114020645612834,0.43618807470901516,0.1557286492736237,-0.2410577765245721,0.0361746595459273,-0.27404211493131436,0.17674417057587294,-0.0160354240655084
10,2.668712383236941,0.1105173491415137,0.07124913770779923,0.3882241940502722,-0.09590013990986528,-0.35596429593971635,-0.5780313269465143,-0.11554625210920598,0.002325143645557671
11,-0.06679638988630598,-0.6592809437607916,-0.4077317237457699,-0.17281226253625237,-0.8932275987757434,-0.5424030912948098,-0.275156538387341,0.28985861987881245,0.04676890814769675
12,-3.473812589283045,-2.685006810773882,1.2340524563539776,0.09720895851798789,1.2633149400710226,-0.06726520571293625,0.4370351175818666,0.17161781379545704,-0.051606581090242715
13,0.03936244421631019,0.9596948616312692,-1.4768740898681194,0.9550365004854715,-1.2323042593371365,0.2586173165480379,0.7286513040482254,0.11602842889572972,0.012469853405760147
14,3.526055143441877,0.7834254829541563,0.42724675831320474,0.43676642220351014,0.7699207688179055,0.19245086315408458,-0.126264997213688,-0.007991172959561069,-0.010003962880670215
15,-6.276526017844427,0.17956017107106542,1.2950285186584356,1.9590053225807265,0.18192833743274617,-0.17474219424956203,-0.23673385742595016,0.04096319919549454,0.06615816678573458
16,2.705754116844831,-0.5055645969282121,0.40384759258378705,-0.4508507988727078,0.37350284024017333,-0.23955865386393843,0.010252405652500032,0.1683185067225873,0.060267378914973226
17,0.9155575834872403,-1.3012895443485413,0.43266018133562884,0.36133387967005554,-0.17614109670131056,-0.31487631893852963,-0.7294108454370563,0.6035027644606291,-0.026312936809611897
